Account 12:20:40.637 [pool-3-thread-1] ERROR org.jsxm.jsxmcore.util.XML - IOException : No 'definitions.xml' file. Continue with no definitions.
Account 12:20:40.645 [pool-3-thread-1] INFO  org.jsxm.jsxmcore.core.SXMBaseGeneration - TYPES USED in the specification: 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 268 : [open,deposit,readbalance,withdraw0,close,deposit] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 269 : [open,deposit,readbalance,withdraw0,deposit,open] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 270 : [open,deposit,readbalance,withdraw0,deposit,close] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 271 : [open,deposit,readbalance,withdraw0,deposit,deposit] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 272 : [open,deposit,readbalance,withdraw0,readbalance,open] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 273 : [open,deposit,readbalance,withdraw0,readbalance,close] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 274 : [open,deposit,readbalance,withdraw0,readbalance,deposit] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 275 : [open,deposit,readbalance,readbalance,deposit,open] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 276 : [open,deposit,readbalance,readbalance,deposit,close] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 277 : [open,deposit,readbalance,readbalance,deposit,deposit] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 278 : [open,deposit,readbalance,readbalance,withdrawN,open] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 279 : [open,deposit,readbalance,readbalance,withdrawN,close] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 280 : [open,deposit,readbalance,readbalance,withdrawN,deposit] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 281 : [open,deposit,readbalance,readbalance,withdraw0,open] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 282 : [open,deposit,readbalance,readbalance,withdraw0,close] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 283 : [open,deposit,readbalance,readbalance,withdraw0,deposit] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 284 : [open,deposit,readbalance,readbalance,readbalance,open] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 285 : [open,deposit,readbalance,readbalance,readbalance,close] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 286 : [open,deposit,readbalance,readbalance,readbalance,deposit] 
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.util.Various - ------------------------------------------------------------
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - Removing sequences which are subsequences
Account 12:20:41.235 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - of other longer sequences in the test set.
Account 12:20:41.238 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - 254 test cases. 32 prefixes removed.
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 1 : [close] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 2 : [deposit] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 3 : [withdrawN] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 4 : [withdraw0] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 5 : [readbalance] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 6 : [open,open] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 7 : [open,withdrawN] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 8 : [open,withdraw0] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 9 : [open,close,open] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 10 : [open,close,close] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 11 : [open,close,deposit] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 12 : [open,deposit,open] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 13 : [open,deposit,close] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 14 : [open,readbalance,open] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 15 : [open,close,withdrawN] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 16 : [open,close,withdraw0] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 17 : [open,close,readbalance] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 18 : [open,readbalance,withdrawN] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 19 : [open,readbalance,withdraw0] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 20 : [open,deposit,deposit,open] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 21 : [open,deposit,deposit,close] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 22 : [open,deposit,withdrawN,open] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 23 : [open,deposit,withdrawN,close] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 24 : [open,deposit,withdraw0,open] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 25 : [open,deposit,readbalance,open] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 26 : [open,deposit,readbalance,close] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 27 : [open,readbalance,close,open] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 28 : [open,readbalance,close,close] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 29 : [open,readbalance,close,deposit] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 30 : [open,readbalance,deposit,open] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 31 : [open,readbalance,deposit,close] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 32 : [open,readbalance,readbalance,open] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 33 : [open,deposit,withdraw0,withdrawN] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 34 : [open,deposit,withdraw0,withdraw0] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 35 : [open,readbalance,close,withdrawN] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 36 : [open,readbalance,close,withdraw0] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 37 : [open,readbalance,close,readbalance] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 38 : [open,readbalance,readbalance,withdrawN] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 39 : [open,readbalance,readbalance,withdraw0] 
Account 12:20:41.239 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 40 : [open,deposit,deposit,deposit,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 41 : [open,deposit,deposit,deposit,close] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 42 : [open,deposit,deposit,withdrawN,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 43 : [open,deposit,deposit,withdrawN,close] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 44 : [open,deposit,deposit,withdraw0,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 45 : [open,deposit,deposit,readbalance,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 46 : [open,deposit,deposit,readbalance,close] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 47 : [open,deposit,withdrawN,deposit,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 48 : [open,deposit,withdrawN,deposit,close] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 49 : [open,deposit,withdrawN,withdrawN,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 50 : [open,deposit,withdrawN,withdrawN,close] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 51 : [open,deposit,withdrawN,withdraw0,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 52 : [open,deposit,withdrawN,readbalance,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 53 : [open,deposit,withdrawN,readbalance,close] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 54 : [open,deposit,withdraw0,close,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 55 : [open,deposit,withdraw0,close,close] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 56 : [open,deposit,withdraw0,close,deposit] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 57 : [open,deposit,withdraw0,deposit,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 58 : [open,deposit,withdraw0,deposit,close] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 59 : [open,deposit,withdraw0,readbalance,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 60 : [open,deposit,readbalance,deposit,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 61 : [open,deposit,readbalance,deposit,close] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 62 : [open,deposit,readbalance,withdrawN,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 63 : [open,deposit,readbalance,withdrawN,close] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 64 : [open,deposit,readbalance,withdraw0,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 65 : [open,deposit,readbalance,readbalance,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 66 : [open,deposit,readbalance,readbalance,close] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 67 : [open,readbalance,deposit,deposit,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 68 : [open,readbalance,deposit,deposit,close] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 69 : [open,readbalance,deposit,deposit,deposit] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 70 : [open,readbalance,deposit,withdrawN,open] 
Account 12:20:41.241 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 71 : [open,readbalance,deposit,withdrawN,close] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 72 : [open,readbalance,deposit,withdrawN,deposit] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 73 : [open,readbalance,deposit,withdraw0,open] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 74 : [open,readbalance,deposit,withdraw0,close] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 75 : [open,readbalance,deposit,withdraw0,deposit] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 76 : [open,readbalance,deposit,readbalance,open] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 77 : [open,readbalance,deposit,readbalance,close] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 78 : [open,readbalance,deposit,readbalance,deposit] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 79 : [open,readbalance,readbalance,close,open] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 80 : [open,readbalance,readbalance,close,close] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 81 : [open,readbalance,readbalance,close,deposit] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 82 : [open,readbalance,readbalance,deposit,open] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 83 : [open,readbalance,readbalance,deposit,close] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 84 : [open,readbalance,readbalance,deposit,deposit] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 85 : [open,readbalance,readbalance,readbalance,open] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 86 : [open,readbalance,readbalance,readbalance,close] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 87 : [open,readbalance,readbalance,readbalance,deposit] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 88 : [open,deposit,deposit,withdraw0,withdrawN] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 89 : [open,deposit,deposit,withdraw0,withdraw0] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 90 : [open,deposit,withdrawN,withdraw0,withdrawN] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 91 : [open,deposit,withdrawN,withdraw0,withdraw0] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 92 : [open,deposit,withdraw0,close,withdrawN] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 93 : [open,deposit,withdraw0,close,withdraw0] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 94 : [open,deposit,withdraw0,close,readbalance] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 95 : [open,deposit,withdraw0,readbalance,withdrawN] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 96 : [open,deposit,withdraw0,readbalance,withdraw0] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 97 : [open,deposit,readbalance,withdraw0,withdrawN] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 98 : [open,deposit,readbalance,withdraw0,withdraw0] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 99 : [open,deposit,deposit,deposit,deposit,open] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 100 : [open,deposit,deposit,deposit,deposit,close] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 101 : [open,deposit,deposit,deposit,deposit,deposit] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 102 : [open,deposit,deposit,deposit,withdrawN,open] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 103 : [open,deposit,deposit,deposit,withdrawN,close] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 104 : [open,deposit,deposit,deposit,withdrawN,deposit] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 105 : [open,deposit,deposit,deposit,withdraw0,open] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 106 : [open,deposit,deposit,deposit,withdraw0,close] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 107 : [open,deposit,deposit,deposit,withdraw0,deposit] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 108 : [open,deposit,deposit,deposit,readbalance,open] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 109 : [open,deposit,deposit,deposit,readbalance,close] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 110 : [open,deposit,deposit,deposit,readbalance,deposit] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 111 : [open,deposit,deposit,withdrawN,deposit,open] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 112 : [open,deposit,deposit,withdrawN,deposit,close] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 113 : [open,deposit,deposit,withdrawN,deposit,deposit] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 114 : [open,deposit,deposit,withdrawN,withdrawN,open] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 115 : [open,deposit,deposit,withdrawN,withdrawN,close] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 116 : [open,deposit,deposit,withdrawN,withdrawN,deposit] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 117 : [open,deposit,deposit,withdrawN,withdraw0,open] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 118 : [open,deposit,deposit,withdrawN,withdraw0,close] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 119 : [open,deposit,deposit,withdrawN,withdraw0,deposit] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 120 : [open,deposit,deposit,withdrawN,readbalance,open] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 121 : [open,deposit,deposit,withdrawN,readbalance,close] 
Account 12:20:41.242 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 122 : [open,deposit,deposit,withdrawN,readbalance,deposit] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 123 : [open,deposit,deposit,withdraw0,close,open] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 124 : [open,deposit,deposit,withdraw0,close,close] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 125 : [open,deposit,deposit,withdraw0,close,deposit] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 126 : [open,deposit,deposit,withdraw0,deposit,open] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 127 : [open,deposit,deposit,withdraw0,deposit,close] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 128 : [open,deposit,deposit,withdraw0,deposit,deposit] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 129 : [open,deposit,deposit,withdraw0,readbalance,open] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 130 : [open,deposit,deposit,withdraw0,readbalance,close] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 131 : [open,deposit,deposit,withdraw0,readbalance,deposit] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 132 : [open,deposit,deposit,readbalance,deposit,open] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 133 : [open,deposit,deposit,readbalance,deposit,close] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 134 : [open,deposit,deposit,readbalance,deposit,deposit] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 135 : [open,deposit,deposit,readbalance,withdrawN,open] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 136 : [open,deposit,deposit,readbalance,withdrawN,close] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 137 : [open,deposit,deposit,readbalance,withdrawN,deposit] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 138 : [open,deposit,deposit,readbalance,withdraw0,open] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 139 : [open,deposit,deposit,readbalance,withdraw0,close] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 140 : [open,deposit,deposit,readbalance,withdraw0,deposit] 
Account 12:20:41.243 [pool-4-thread-1] INFO  org.jsxm.jsxmcore.testcasegenerators.TestCaseGenerator - # 141 : [open,deposit,deposit,readbalance,readbalance,open] 
